operator,post_id,message,created_time,comments,likes,love,haha,sad,angry
gp,121148644629531_1527936593950722,"গ্রামীনফোন ইন্টারনেট সম্পর্কিত চলমান অফারসমূহ ( Tap / Click on ""Continue Reading"" or ""See More"" )   ▶গ্রামীণফোন ৩১ টাকায় ২৫০MB ইন্টারনেট https://goo.gl/g1mXU8 ▶ গ্রামীণফোন ১জিবি ইন্টারনেট  ৯৪টাকা https://goo.gl/04nDn6 ▶ গ্রামীণফোন ২জিবি ইন্টারনেট ১২৯টাকায়  http://goo.gl/RLN2Pn ▶গ্রামীণফোন ৪জিবি ১৭৯ টাকায়  https://goo.gl/hFV0Fe ▶ গ্রামীণফোন ৬জিবি ২১৯টাকা https://goo.gl/1uoGK5 ****(সম্পূরক শুল্ক+ভ্যাট+সারচার্জ সহ)  ▶  এখন Grameenphone ইন্টারনেট এ ফেরত আসলেই ৯ টাকায় ১জিবি ! ৫বার নেয়া যাবে। এই অফারটি শুধু তাদের জন্য প্রযোজ্য যাদের ১০ সেপ্টেম্বর ২০১৭ থেকে GP ইন্টারনেট ব্যবহার করা হয়নি। https://goo.gl/r9hYoe  ▶  গ্রামীণফোন কয়েকটি ইন্টারনেট প্যাকে ডাটা বাড়ানো হয়েছে https://goo.gl/tN5yEd ▶ গ্রামীণফোন ১.৫ জিবি ২২৯ টাকায় মেয়াদ ২৮দিন https://goo.gl/UqMchU ▶ গ্রামীণফোন অ্যাকশন প্যাক ১জিবি ১৯৯টাকা ও ২জিবি ২৯৯টাকা (ইন্টারনেট ফেসবুক ভিডিও ও জিপি মিউজিক ডাটা) https://goo.gl/UnJ7JM ▶ গ্রামীণফোন ৫০০এমবি ২৮দিন মেয়াদ ১৪৯টাকা  https://goo.gl/u2afx6 ▶ গ্রামীণফোন 1GB Video Pack ৪৯ টাকায় https://goo.gl/sooJZ0 ▶  গ্রামীণফোন 3G ইন্টারনেট প্যাকেজ http://goo.gl/wVvyeL ▶ গ্রামীণফোন সোশ্যাল প্যাক http://goo.gl/Xz3s3s ▶ Grameenphone এখন EasyNet এর ফ্রি Internet browsing! https://goo.gl/hLpURZ  ▶ গ্রামীণফোনে WhatsApp ম্যাসেজিং করুন ২.৪৪ টাকায় https://goo.gl/jvjbwp ▶ গ্রামীনফোন নতুন সিমে ৩জিবি ফ্রি ইন্টারনেট https://goo.gl/WpehBn ▶  গ্রামীণফোনে ২টাকায় ২০এমবি ভাইবার মেসেজিং http://goo.gl/HEIY65 ▶  গ্রামীণফোন ৩২MB ইন্টারনেট Scratch Card ৯টাকা https://goo.gl/mcaozg ▶ গ্রামীণফোন ১০০এমবি  ইন্টারনেট স্ক্র্যাচ কার্ড  ১৯টাকা https://goo.gl/6vYoZX  ▶গ্রামীণফোন ৩৫এমবি ইন্টারনেট স্ক্র্যাচ কার্ড ১০টাকা https://goo.gl/3iGAfw ▶  গ্রামীণফোন ইমার্জেন্সি  ব্যালান্স https://goo.gl/U1WVwf ▶   গ্রামীণফোন ইমার্জেন্সি ইন্টারনেট ব্যালান্স ১০ এমবি ইন্টারনেট http://goo.gl/N4Iso4 ▶  গ্রামীণফোন নতুন ৩ টি ভিডিও প্যাক youtube bongobd popcornlive http://goo.gl/geQ1B1  ▶  Grameenphone Smart-Mega Plan এ ৩০ দিনের জন্য ৩ জিবি ইন্টারনেট  ৬০০ মিনিট (যেকোনো লোকাল নম্বরে) টক্ টাইম  ৬০০ টি SMS (জিপি-জিপি) এবং ৬০০ টি MMS. http://goo.gl/BnlqTB  ▶  Grameenphone Smart-Midi Plan এ ৩০ দিনের জন্য ১.৫ জিবি ইন্টারনেট  ৪০০ মিনিট (যেকোনো লোকাল নম্বরে) টক্ টাইম  ৪০০ টি SMS (জিপি-জিপি) এবং ৪০০ টি MMS http://goo.gl/alfFi2",2017-12-07T12:55:02+0000,4,85,1,0,0,1
gp,1527936593950722_1528033453941036,জিপি টু জিপি এমবি ট্রান্সফার কি করে জানাবেন একটু,2017-12-07T14:43:45+0000,1,0,0,0,0,0
gp,1527936593950722_1532606633483718,আমি ওটা জানতে চাইতেছি,2017-12-12T11:24:55+0000,0,1,0,0,0,0
gp,1527936593950722_1528055073938874,Grameenphone রাতের data package কি?,2017-12-07T15:13:21+0000,0,0,0,0,0,0
gp,1527936593950722_1528062657271449,gp internet er speed ta baran,2017-12-07T15:23:03+0000,1,1,0,0,0,0
gp,1527936593950722_1528073173937064,আমারও একই চাওয়া   - আHMED আFAJ -,2017-12-07T15:35:34+0000,0,0,0,0,0,0
gp,121148644629531_1526949940716054,▶ এখন Grameenphone ইন্টারনেট এ ফেরত আসলেই ৯ টাকায় ১জিবি ! ৫বার নেয়া যাবে। এই অফারটি শুধু তাদের জন্য প্রযোজ্য যাদের ১০ সেপ্টেম্বর ২০১৭ থেকে GP ইন্টারনেট ব্যবহার করা হয়নি। https://goo.gl/r9hYoe  ▶গ্রামীণফোন ফ্রি স্মার্টফোন! সকাল ১০টা থেকে রাত ১০টা এর মধ্যে প্রতি ৫ মিনিটে সর্বপ্রথম রিচার্জ করে জিতে নিতে পারেন একটি ফ্রি Symphony G20 স্মার্টফোন !  ** রিচার্জকৃত অ্যামাউন্ট গ্রাহকের মূল ব্যালেন্স-এর সাথে যোগ হবে **সাথে স্পেশাল কলরেট ডাটা ওয়েলকাম টিউন সাবস্ক্রিপশন ফ্রি অফারটি চলবে  ১৯ ডিসেম্বর  ২০১৭ পর্যন্ত https://goo.gl/cbeiLN  ▶ গ্রামীণফোন নতুন MyPlan পোস্টপেইড সংযোগে 6GB ফ্রি ইন্টারনেট https://goo.gl/osvErN  ▶গ্রামীণফোন ৩১ টাকায় ২৫০MB ইন্টারনেট https://goo.gl/g1mXU8 ▶ গ্রামীণফোন ১জিবি ইন্টারনেট  ৯৪টাকা https://goo.gl/04nDn6 ▶ গ্রামীণফোন ২জিবি ইন্টারনেট ১২৯টাকায়  http://goo.gl/RLN2Pn ▶গ্রামীণফোন ৪জিবি ১৭৯ টাকায়  https://goo.gl/hFV0Fe ▶ গ্রামীণফোন ৬জিবি ২১৯টাকা https://goo.gl/1uoGK5 ****(সম্পূরক শুল্ক+ভ্যাট+সারচার্জ সহ),2017-12-06T13:33:35+0000,9,48,1,0,0,0
gp,1526949940716054_1526955520715496,অার কথাই কয়েন নাহ...!🙊😡 ফাউল আপনারা....!!🔫,2017-12-06T13:39:14+0000,0,1,0,0,0,0
gp,1526949940716054_1527023654042016,গাজা কম দামে পাইয়া খাইছত মনে হয়    আবাল,2017-12-06T14:59:35+0000,0,0,0,0,0,0
gp,1526949940716054_1527038080707240,Mal khaysos?,2017-12-06T15:18:11+0000,0,0,0,0,0,0
gp,1526949940716054_1527073710703677,Well done ! 👍,2017-12-06T15:59:22+0000,0,0,0,0,0,0
gp,1526949940716054_1527112660699782,sob sim a ai offer chalo koren. apnara sob somoy kiptami koren keno??,2017-12-06T16:51:35+0000,0,0,0,0,0,0
gp,1526949940716054_1527811593963222,,2017-12-07T09:48:01+0000,0,0,0,0,0,0
gp,1526949940716054_1530454200365628,4g sim কিভাবে বুঝব?,2017-12-10T04:55:10+0000,0,0,0,0,0,0
gp,1526949940716054_1532353176842397,Someone has Grameenphone Office Numbers,2017-12-12T03:45:48+0000,0,0,0,0,0,0
gp,121148644629531_1518881308189584,"গ্রামীনফোন ইন্টারনেট সম্পর্কিত চলমান অফারসমূহ ( Tap / Click on ""Continue Reading"" or ""See More"" )  ▶ গ্রামীণফোন একই ইন্টারনেট প্যাক ২টা কিনলে ১ টা ফ্রি https://goo.gl/L1M5yi ▶গ্রামীণফোন ৩১ টাকায় ২৫০MB ইন্টারনেট ।https://goo.gl/g1mXU8 ▶ গ্রামীণফোন ১জিবি ইন্টারনেট  ৯৪টাকা https://goo.gl/04nDn6 ▶ গ্রামীণফোন ২জিবি ইন্টারনেট ১২৯টাকায়  http://goo.gl/RLN2Pn ▶গ্রামীণফোন ৪জিবি ১৭৯ টাকায় (এসডি  ভ্যাট  এসসি অন্তর্ভুক্ত) https://goo.gl/hFV0Fe  ▶ এখন Grameenphone ইন্টারনেট এ ফেরত আসলেই ৫ টাকায় 500MB ! এই অফারটি শুধু তাদের জন্য প্রযোজ্য যাদের ১৭ জুন ২০১৭ থেকে  GP ইন্টারনেট ব্যবহার করা হয়নি। https://goo.gl/r9hYoe  ▶  গ্রামীণফোন কয়েকটি ইন্টারনেট প্যাকে ডাটা বাড়ানো হয়েছে https://goo.gl/tN5yEd ▶ গ্রামীণফোন ১.৫ জিবি ২২৯ টাকায় মেয়াদ ২৮দিন https://goo.gl/UqMchU ▶ গ্রামীণফোন অ্যাকশন প্যাক ১জিবি ১৯৯টাকা ও ২জিবি ২৯৯টাকা (ইন্টারনেট ফেসবুক ভিডিও ও জিপি মিউজিক ডাটা) https://goo.gl/UnJ7JM ▶ গ্রামীণফোন ৫০০এমবি ২৮দিন মেয়াদ ১৪৯টাকা  https://goo.gl/u2afx6 ▶ গ্রামীণফোন 1GB Video Pack ৪৯ টাকায় https://goo.gl/sooJZ0 ▶  গ্রামীণফোন 3G ইন্টারনেট প্যাকেজ http://goo.gl/wVvyeL ▶ গ্রামীণফোন সোশ্যাল প্যাক http://goo.gl/Xz3s3s ▶ Grameenphone এখন EasyNet এর ফ্রি Internet browsing! https://goo.gl/hLpURZ  ▶ গ্রামীণফোনে WhatsApp ম্যাসেজিং করুন ২.৪৪ টাকায় https://goo.gl/jvjbwp ▶ গ্রামীনফোন নতুন সিমে ৩জিবি ফ্রি ইন্টারনেট https://goo.gl/WpehBn ▶  গ্রামীণফোনে ২টাকায় ২০এমবি ভাইবার মেসেজিং http://goo.gl/HEIY65 ▶  গ্রামীণফোন ৩২MB ইন্টারনেট Scratch Card ৯টাকা https://goo.gl/mcaozg ▶ গ্রামীণফোন ১০০এমবি  ইন্টারনেট স্ক্র্যাচ কার্ড  ১৯টাকা https://goo.gl/6vYoZX  ▶গ্রামীণফোন ৩৫এমবি ইন্টারনেট স্ক্র্যাচ কার্ড ১০টাকা https://goo.gl/3iGAfw ▶  গ্রামীণফোন ইমার্জেন্সি  ব্যালান্স https://goo.gl/U1WVwf ▶   গ্রামীণফোন ইমার্জেন্সি ইন্টারনেট ব্যালান্স ১০ এমবি ইন্টারনেট http://goo.gl/N4Iso4 ▶  গ্রামীণফোন নতুন ৩ টি ভিডিও প্যাক youtube bongobd popcornlive http://goo.gl/geQ1B1  ▶  Grameenphone Smart-Mega Plan এ ৩০ দিনের জন্য ৩ জিবি ইন্টারনেট  ৬০০ মিনিট (যেকোনো লোকাল নম্বরে) টক্ টাইম  ৬০০ টি SMS (জিপি-জিপি) এবং ৬০০ টি MMS. http://goo.gl/BnlqTB  ▶  Grameenphone Smart-Midi Plan এ ৩০ দিনের জন্য ১.৫ জিবি ইন্টারনেট  ৪০০ মিনিট (যেকোনো লোকাল নম্বরে) টক্ টাইম  ৪০০ টি SMS (জিপি-জিপি) এবং ৪০০ টি MMS http://goo.gl/alfFi2",2017-11-28T11:22:46+0000,13,74,1,0,0,0
gp,1518881308189584_1518907658186949,Bondo simer offer ki,2017-11-28T12:00:00+0000,0,1,0,0,0,0
gp,1518881308189584_1518914684852913,এও দাম দিয়ে আমরা বেকার students রা কিনতে পারি না।তায় বিকল্প হিসেবে others সিম use করতেই হয়।কেন যে gp sim এর নাম্বার সবাইকে দিয়েছিলাম,2017-11-28T12:09:37+0000,1,6,1,1,0,0
gp,1518881308189584_1519905268087188,right bro,2017-11-29T12:02:54+0000,0,0,0,0,0,0
gp,1518881308189584_1518931574851224,৫৫ টাকায় ২ জিবি দেোয়া যায় না,2017-11-28T12:32:06+0000,0,0,0,0,0,0
gp,1518881308189584_1519011194843262,sudu internet use kora jay amon sim ki toiri kora jay na,2017-11-28T14:14:03+0000,0,0,0,0,0,0
gp,1518881308189584_1519788814765500,*8444*0250# 10 tk 200 mb meyad 28 day,2017-11-29T09:15:11+0000,0,1,0,0,0,0
gp,1518881308189584_1519837741427274,কাস্টমার ম্যানাজারের সাথে কথার নাম্বার কত কি ভাবে বলতে হবে,2017-11-29T10:29:07+0000,0,0,0,0,0,0
gp,1518881308189584_1519904624753919,night pack 2 gb 61 taka aita off naki???,2017-11-29T12:02:01+0000,0,0,0,0,0,0
gp,1518881308189584_1520045848073130,gramen sim a kena jaba,2017-11-29T14:46:48+0000,0,0,0,0,0,0
gp,1518881308189584_1520560548021660,mb transfer er code koto,2017-11-30T01:42:17+0000,0,0,0,0,0,0
gp,1518881308189584_1521916827886032,3G থাকে না কিনে লাব কি লাকসা‌ম আছি  3G নাই,2017-12-01T10:23:07+0000,0,0,0,0,0,0
gp,1518881308189584_1522796231131425,Ara vi ami 1 Gb 2 bar nici to ar gb dai na kan,2017-12-02T04:09:11+0000,0,0,0,0,0,0
gp,1518881308189584_1525413927536322,Apnader 1gb 27tk meyad 7din ai pack ti nite koto dial krte hobe bolben plz,2017-12-04T20:44:13+0000,0,0,0,0,0,0
gp,121148644629531_1502413506503031,"গ্রামীনফোন ইন্টারনেট সম্পর্কিত চলমান অফারসমূহ ( Tap / Click on ""Continue Reading"" or ""See More"" )  ▶ গ্রামীণফোন একই ইন্টারনেট প্যাক ২টা কিনলে ১ টা ফ্রি https://goo.gl/L1M5yi ▶গ্রামীণফোন ৩১ টাকায় ২৫০MB ইন্টারনেট ।https://goo.gl/g1mXU8 ▶ গ্রামীণফোন ১জিবি ইন্টারনেট  ৯৪টাকা https://goo.gl/04nDn6 ▶ গ্রামীণফোন ২জিবি ইন্টারনেট ১২৯টাকায়  http://goo.gl/RLN2Pn ▶গ্রামীণফোন ৪জিবি ১৭৯ টাকায় (এসডি  ভ্যাট  এসসি অন্তর্ভুক্ত) https://goo.gl/hFV0Fe ▶ গ্রামীণফোন ৬জিবি ২১৯টাকা https://goo.gl/1uoGK5 ▶ গ্রামীনফোন ২জিবি রাত্রিকালীন ইন্টারনেট প্যাক ৬১টাকায়  https://goo.gl/VX8KNU  ▶ এখন Grameenphone ইন্টারনেট এ ফেরত আসলেই ৫ টাকায় 500MB ! এই অফারটি শুধু তাদের জন্য প্রযোজ্য যাদের ১৭ জুন ২০১৭ থেকে  GP ইন্টারনেট ব্যবহার করা হয়নি। https://goo.gl/r9hYoe  ▶  গ্রামীণফোন কয়েকটি ইন্টারনেট প্যাকে ডাটা বাড়ানো হয়েছে https://goo.gl/tN5yEd ▶ গ্রামীণফোন ১.৫ জিবি ২২৯ টাকায় মেয়াদ ২৮দিন https://goo.gl/UqMchU ▶ গ্রামীণফোন অ্যাকশন প্যাক ১জিবি ১৯৯টাকা ও ২জিবি ২৯৯টাকা (ইন্টারনেট ফেসবুক ভিডিও ও জিপি মিউজিক ডাটা) https://goo.gl/UnJ7JM ▶ গ্রামীণফোন ৫০০এমবি ২৮দিন মেয়াদ ১৪৯টাকা  https://goo.gl/u2afx6 ▶ গ্রামীণফোন 1GB Video Pack ৪৯ টাকায় https://goo.gl/sooJZ0 ▶  গ্রামীণফোন 3G ইন্টারনেট প্যাকেজ http://goo.gl/wVvyeL ▶ গ্রামীণফোন সোশ্যাল প্যাক http://goo.gl/Xz3s3s ▶ Grameenphone এখন EasyNet এর ফ্রি Internet browsing! https://goo.gl/hLpURZ  ▶ গ্রামীণফোনে WhatsApp ম্যাসেজিং করুন ২.৪৪ টাকায় https://goo.gl/jvjbwp ▶ গ্রামীনফোন নতুন সিমে ৩জিবি ফ্রি ইন্টারনেট https://goo.gl/WpehBn ▶  গ্রামীণফোনে ২টাকায় ২০এমবি ভাইবার মেসেজিং http://goo.gl/HEIY65 ▶  গ্রামীণফোন ৩২MB ইন্টারনেট Scratch Card ৯টাকা https://goo.gl/mcaozg ▶ গ্রামীণফোন ১০০এমবি  ইন্টারনেট স্ক্র্যাচ কার্ড  ১৯টাকা https://goo.gl/6vYoZX  ▶গ্রামীণফোন ৩৫এমবি ইন্টারনেট স্ক্র্যাচ কার্ড ১০টাকা https://goo.gl/3iGAfw ▶  গ্রামীণফোন ইমার্জেন্সি  ব্যালান্স https://goo.gl/U1WVwf ▶   গ্রামীণফোন ইমার্জেন্সি ইন্টারনেট ব্যালান্স ১০ এমবি ইন্টারনেট http://goo.gl/N4Iso4 ▶  গ্রামীণফোন নতুন ৩ টি ভিডিও প্যাক youtube bongobd popcornlive http://goo.gl/geQ1B1  ▶  Grameenphone Smart-Mega Plan এ ৩০ দিনের জন্য ৩ জিবি ইন্টারনেট  ৬০০ মিনিট (যেকোনো লোকাল নম্বরে) টক্ টাইম  ৬০০ টি SMS (জিপি-জিপি) এবং ৬০০ টি MMS. http://goo.gl/BnlqTB  ▶  Grameenphone Smart-Midi Plan এ ৩০ দিনের জন্য ১.৫ জিবি ইন্টারনেট  ৪০০ মিনিট (যেকোনো লোকাল নম্বরে) টক্ টাইম  ৪০০ টি SMS (জিপি-জিপি) এবং ৪০০ টি MMS http://goo.gl/alfFi2",2017-11-12T12:43:59+0000,16,105,0,0,0,0
gp,1502413506503031_1502416119836103,Faltu vai j mb ar dam,2017-11-12T12:46:56+0000,0,2,0,0,0,0
gp,1502413506503031_1502418483169200,মানুষের আর কত টাকা মারি খাবেন ? অনুগ্রহ করে  ইন্টারনেটের দাম কোমান 😒😒,2017-11-12T12:50:00+0000,0,0,0,1,0,0
gp,1502413506503031_1502452019832513,Falto sob package.,2017-11-12T13:27:37+0000,0,0,0,0,0,0
gp,1502413506503031_1502581386486243,Flexiplan a hoba,2017-11-12T16:14:41+0000,0,0,0,0,0,0
gp,1502413506503031_1503126729765042,এটা কি ভুয়া পেকেজ? active হয়না কেন? 1GB মাত্র 17 টাকায় ( সর্বোচ্চ একবার)  মেয়াদ  ৭ দিন   চালু করতে ২০-১১-২০১৭ এর মধ্যে  ডায়াল করুন *5020*2100#,2017-11-13T05:27:45+0000,0,2,0,0,0,2
gp,1502413506503031_1503311826413199,এমবি লোনের কত ডায়াল করা লাগে,2017-11-13T11:37:45+0000,0,0,0,0,0,1
gp,1502413506503031_1505623722848676,Hello sir ..  Amar 1ta sim ace 01746095149 ai simti akhon bondho ace . sim ti ki bondho sim er awtabuktuo ?  Ami ki offer pete pari sim ti theke?,2017-11-15T13:35:56+0000,0,1,0,0,0,0
gp,1502413506503031_1505870216157360,৬১টাকার অফারটা অন হয়না কেনো্,2017-11-15T18:49:49+0000,0,0,0,0,0,0
gp,1502413506503031_1507311682679880,সব ছেয়ে বাজে network,2017-11-17T08:25:42+0000,0,0,0,1,0,0
gp,1502413506503031_1509639332447115,ভাই ২জিবি ইন্টারনেট রাত ১২টা থেকে সকাল ১০ ৬১টাকা এখন বন্ধ কেনো,2017-11-19T16:33:07+0000,0,0,0,0,0,0
gp,1502413506503031_1513085932102455,ভুয়া,2017-11-22T20:38:24+0000,0,0,0,0,0,0
gp,1502413506503031_1516690641741984,আমার মোবাইল নাম্বার এ নিচের এসএমএস টা আসলো গ্রামীণফোন অফিস থেকে কিন্ত কোড় টা ডালাই করলে ও কেনো এমবি কিনতে পারছি না।কোড় ভুল কেনো বলতেছে? WOW !! enjoy 1GB+3GP SMS only at 30tk. Validity 7 days. To start the offer dial *121*3805#  Watch Romantic Drama Kobi Bolechen from GP Bioscope: goo.gl/wfZxem Data charge applicable,2017-11-26T11:56:55+0000,0,0,0,0,0,0
gp,1502413506503031_1517342905010091,ফোর জি সিম রিপ্লেস করতে খরচ বা আইডি কার্ড লাগবে না কি,2017-11-27T04:09:13+0000,0,0,0,0,0,0
gp,1502413506503031_1521917754552606,3G থাকে না কিনে লাভ কি,2017-12-01T10:24:43+0000,0,0,0,0,0,0
gp,1502413506503031_1524955394248842,নেট এর বিশেষ  কোন অপার আছে?,2017-12-04T11:30:51+0000,0,0,0,0,0,0
gp,121148644629531_1493363364074712,"গ্রামীনফোন ইন্টারনেট সম্পর্কিত চলমান অফারসমূহ ( Tap / Click on ""Continue Reading"" or ""See More"" )  ▶গ্রামীণফোন ৩১ টাকায় ২৫০MB ইন্টারনেট ।https://goo.gl/g1mXU8 ▶ গ্রামীণফোন ১জিবি ইন্টারনেট  ৯৪টাকা https://goo.gl/04nDn6 ▶ গ্রামীণফোন ২জিবি ইন্টারনেট ১২৯টাকায়  http://goo.gl/RLN2Pn ▶গ্রামীণফোন ৪জিবি ১৭৯ টাকায় (এসডি  ভ্যাট  এসসি অন্তর্ভুক্ত) https://goo.gl/hFV0Fe ▶ গ্রামীণফোন ৬জিবি ২১৯টাকা https://goo.gl/1uoGK5 ▶ গ্রামীনফোন ২জিবি রাত্রিকালীন ইন্টারনেট প্যাক ৬১টাকায়  https://goo.gl/VX8KNU  ▶ এখন Grameenphone ইন্টারনেট এ ফেরত আসলেই ৫ টাকায় 500MB ! এই অফারটি শুধু তাদের জন্য প্রযোজ্য যাদের ১৭ জুন ২০১৭ থেকে  GP ইন্টারনেট ব্যবহার করা হয়নি। https://goo.gl/r9hYoe  ▶  গ্রামীণফোন কয়েকটি ইন্টারনেট প্যাকে ডাটা বাড়ানো হয়েছে https://goo.gl/tN5yEd ▶ গ্রামীণফোন ১.৫ জিবি ২২৯ টাকায় মেয়াদ ২৮দিন https://goo.gl/UqMchU ▶ গ্রামীণফোন অ্যাকশন প্যাক ১জিবি ১৯৯টাকা ও ২জিবি ২৯৯টাকা (ইন্টারনেট ফেসবুক ভিডিও ও জিপি মিউজিক ডাটা) https://goo.gl/UnJ7JM ▶ গ্রামীণফোন ৫০০এমবি ২৮দিন মেয়াদ ১৪৯টাকা  https://goo.gl/u2afx6 ▶ গ্রামীণফোন 1GB Video Pack ৪৯ টাকায় https://goo.gl/sooJZ0 ▶  গ্রামীণফোন 3G ইন্টারনেট প্যাকেজ http://goo.gl/wVvyeL ▶  গ্রামীণফোন 2G ইন্টারনেট প্যাকেজ http://goo.gl/tJ6LAt ▶ গ্রামীণফোন সোশ্যাল প্যাক http://goo.gl/Xz3s3s ▶ Grameenphone এখন EasyNet এর ফ্রি Internet browsing! https://goo.gl/hLpURZ  ▶ গ্রামীণফোনে WhatsApp ম্যাসেজিং করুন ২.৪৪ টাকায় https://goo.gl/jvjbwp ▶ গ্রামীনফোন নতুন সিমে ৩জিবি ফ্রি ইন্টারনেট https://goo.gl/WpehBn ▶  গ্রামীণফোনে ২টাকায় ২০এমবি ভাইবার মেসেজিং http://goo.gl/HEIY65 ▶  গ্রামীণফোন ৩২MB ইন্টারনেট Scratch Card ৯টাকা https://goo.gl/mcaozg ▶ গ্রামীণফোন ১০০এমবি  ইন্টারনেট স্ক্র্যাচ কার্ড  ১৯টাকা https://goo.gl/6vYoZX  ▶গ্রামীণফোন ৩৫এমবি ইন্টারনেট স্ক্র্যাচ কার্ড ১০টাকা https://goo.gl/3iGAfw ▶  গ্রামীণফোন ইমার্জেন্সি  ব্যালান্স https://goo.gl/U1WVwf ▶   গ্রামীণফোন ইমার্জেন্সি ইন্টারনেট ব্যালান্স ১০ এমবি ইন্টারনেট http://goo.gl/N4Iso4 ▶  গ্রামীণফোন নতুন ৩ টি ভিডিও প্যাক youtube bongobd popcornlive http://goo.gl/geQ1B1  ▶  Grameenphone Smart-Mega Plan এ ৩০ দিনের জন্য ৩ জিবি ইন্টারনেট  ৬০০ মিনিট (যেকোনো লোকাল নম্বরে) টক্ টাইম  ৬০০ টি SMS (জিপি-জিপি) এবং ৬০০ টি MMS. http://goo.gl/BnlqTB  ▶  Grameenphone Smart-Midi Plan এ ৩০ দিনের জন্য ১.৫ জিবি ইন্টারনেট  ৪০০ মিনিট (যেকোনো লোকাল নম্বরে) টক্ টাইম  ৪০০ টি SMS (জিপি-জিপি) এবং ৪০০ টি MMS http://goo.gl/alfFi2",2017-11-02T13:42:03+0000,17,130,1,3,0,3
gp,1493363364074712_1493366660741049,এত দাম ..??? 😒  Airtel Is Best 💜💜,2017-11-02T13:46:54+0000,0,0,0,0,0,0
gp,1493363364074712_1493371620740553,হ্যাক লিংক নয় তো?,2017-11-02T13:53:48+0000,0,0,0,0,0,0
gp,1493363364074712_1493403430737372,vai new sim offer ki,2017-11-02T14:34:49+0000,0,0,0,0,0,0
gp,1493363364074712_1493412070736508,night pack ta parle kinna dayen to,2017-11-02T14:46:18+0000,0,0,0,0,0,0
gp,1493363364074712_1493519004059148,amara customers service ar sate ki vabe kotha bolbo?,2017-11-02T17:23:25+0000,0,0,0,0,0,0
gp,1493363364074712_1493519067392475,amara customers service ar sate ki vabe kotha bolbo?,2017-11-02T17:23:32+0000,0,0,0,0,0,0
gp,1493363364074712_1494053514005697,"Grameenphone সিমকার্ডের কয়েকটি সমস্যা রয়েছে ; তার মধ্য একটি হচ্ছে ইচ্ছা মতো Recharge করা যায়না। ১। ধরেন কোন লোক কিছু টাকা Recharge করেছেন কিন্তু তিনি জানেন  না যে ঐ টাকায় MB  offer রয়েছে । কিন্তু সেই নির্দিষ্ট টাকা Recharge করায় MB দিয়েছে  অথচ ঐ লোকটির MB(Megabyte) সম্পর্কে কোন ধারনা নাই অার লোকটি Megabyte ও ব্যবহার করে না। আর লোকটির ঐসময় কথা বলা খুব Important কিন্তু লোকটি দেখে Balance এ টাকা নাই।  লোকটি তখন রেগে Flexiload এর দোকানে যায় অার অপমানিত হয়ে ফিরে অাসে।। তখন ঐ লোকটির এই  সিমকার্ড এর সম্পর্কে ধারনা কেমন হবে।। ওরা তো মনোবিজ্ঞানী যে টাকা Recharge করার পর মতামত বা ডায়াল করারও প্রয়োজন বোধ করে না।। ২। আর আরো একটি উত্তম সমস্যা হচ্ছে "" অাপনি 1second  বা 2 second অথবা 3 second কথা বললেও 10 second এর টাকা কেটে নেয়।  এখন আপনার মতামত কি হবে???",2017-11-03T10:09:41+0000,1,1,0,0,0,0
gp,1493363364074712_1496034257140956,R8,2017-11-05T14:17:39+0000,0,0,0,0,0,0
gp,1493363364074712_1494792910598424,2 gb night pack ki bondho kora hoiche?kano?ar ki kono night pack er offer ache?,2017-11-04T05:25:04+0000,1,0,0,0,0,0
gp,1493363364074712_1494844427259939,reply dan na kano?,2017-11-04T07:17:19+0000,0,0,0,0,0,0
gp,1493363364074712_1495074773903571,2Gb night package ki off hoye geche,2017-11-04T13:33:01+0000,1,0,0,0,0,0
gp,1493363364074712_1495334347210947,I need help....mb gift er coad ta ekto bolban plz....?gp-gp,2017-11-04T19:02:58+0000,0,0,0,0,0,0
gp,1493363364074712_1496423670435348,Can you give me GP emergence 10 MB coad.,2017-11-05T23:08:55+0000,0,0,0,0,0,0
gp,1493363364074712_1496933633717685,এক টাকায় তিন MB কিনবো কিভাবে?,2017-11-06T14:45:27+0000,0,1,0,0,0,0
gp,1493363364074712_1503811519696563,গুলশানে অাপনাদের কাস্টমার কেয়ার অাছে?,2017-11-13T21:38:12+0000,0,0,0,0,0,0
gp,1493363364074712_1507298169347898,bondho sim ar Internet offer ki ace,2017-11-17T07:55:30+0000,0,1,0,0,0,0
gp,121148644629531_1488759917868390,শীঘ্রই বাংলাদেশে আসছে বহুল প্রতীক্ষিত দ্রুতগতি সম্পন্ন 4G ইন্টারনেট! সকল গ্রামীণফোন গ্রাহক তাদের নম্বর পরিবর্তন ছাড়াই যেকোনো গ্রামীণফোন সেন্টার থেকে 4G সিম নিতে পারবেন https://goo.gl/wesaJj,2017-10-28T12:48:33+0000,13,167,1,6,0,0
gp,1488759917868390_1488829331194782,অপেক্ষায় আচি যে কখন 4G net pabo,2017-10-28T14:10:15+0000,0,1,1,2,0,1
gp,1488759917868390_1488900457854336,Amer  gp sim ma taka vorla taka Kate      nissa ata Ami ki vabe bondo korbo ektu bolben please...,2017-10-28T15:39:14+0000,2,1,0,0,0,0
